feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_4130_gene	GW101-3H11_contig_1_4130	type IV pili signal transduction protein PilI	CytoplasmicMembrane	8.46		
1_4338_gene	GW101-3H11_contig_1_4338	Flagellar motor switch protein FliM	CytoplasmicMembrane	7.88		Flagellar
1_1176_gene	GW101-3H11_contig_1_1176	FIG00555615: hypothetical protein	Cytoplasmic	8.96		
1_3052_gene	GW101-3H11_contig_1_3052	FIG00581414: hypothetical protein	Unknown	2.00		
1_3960_gene	GW101-3H11_contig_1_3960	Transcriptional regulator Daci_1847, LysR family	Cytoplasmic	9.26		
1_2126_gene	GW101-3H11_contig_1_2126	DEAD/DEAH box helicase domain protein	Unknown	4.69	(This protein may have multiple localization sites.)	
1_3758_gene	GW101-3H11_contig_1_3758	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)	Cytoplasmic	9.26		
1_2369_gene	GW101-3H11_contig_1_2369	Nucleoside ABC transporter, permease protein 1	CytoplasmicMembrane	10.00		
1_1372_gene	GW101-3H11_contig_1_1372	Nucleoside ABC transporter, permease protein 1	CytoplasmicMembrane	10.00		
1_4085_gene	GW101-3H11_contig_1_4085	Inner membrane protein YqiK	CytoplasmicMembrane	7.88		
1_4233_gene	GW101-3H11_contig_1_4233	OmpA/MotB domain protein	CytoplasmicMembrane	10.00		
1_3076_gene	GW101-3H11_contig_1_3076	Helicase	Cytoplasmic	8.96		
1_3600_gene	GW101-3H11_contig_1_3600	match to protein family HMM PF06676; identified by similarity to GB:AAK22812.1	Cytoplasmic	8.96		
1_4050_gene	GW101-3H11_contig_1_4050	Huntingtin interacting protein E-like protein	Cytoplasmic	8.96		
1_1831_gene	GW101-3H11_contig_1_1831	Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)	CytoplasmicMembrane	10.00		
1_719_gene	GW101-3H11_contig_1_719	Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)	CytoplasmicMembrane	10.00		
1_1664_gene	GW101-3H11_contig_1_1664	Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)	CytoplasmicMembrane	10.00		
1_2227_gene	GW101-3H11_contig_1_2227	DNA gyrase subunit A (EC 5.99.1.3)	Cytoplasmic	9.97		
1_3419_gene	GW101-3H11_contig_1_3419	Methionine gamma-lyase (EC 4.4.1.11)	Cytoplasmic	9.97		
1_2868_gene	GW101-3H11_contig_1_2868	Class A beta-lactamase (EC 3.5.2.6)	Periplasmic	9.44		
1_2315_gene	GW101-3H11_contig_1_2315	Tol-Pal system peptidoglycan-associated lipoprotein PAL	OuterMembrane	10.00		
1_3692_gene	GW101-3H11_contig_1_3692	Probable type iv pilus assembly fimv-related transmembrane protein	Unknown	6.26	(This protein may have multiple localization sites.)	
1_4372_gene	GW101-3H11_contig_1_4372	Flagellar basal-body rod protein FlgB	Unknown	5.02	(This protein may have multiple localization sites.)	Flagellar
1_1647_gene	GW101-3H11_contig_1_1647	UPF0307 protein YjgA	Cytoplasmic	9.97		
1_4228_gene	GW101-3H11_contig_1_4228	Benzoyl-CoA-dihydrodiol lyase (EC 4.1.2.44)	Cytoplasmic	9.97		
1_1960_gene	GW101-3H11_contig_1_1960	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	Cytoplasmic	9.97		
1_696_gene	GW101-3H11_contig_1_696	Cyanate hydratase (EC 4.2.1.104)	Cytoplasmic	9.26		
1_4796_gene	GW101-3H11_contig_1_4796	FIG003879: Uncharacterized subgroup of the nitrilase superfamily	Cytoplasmic	9.97		
1_13_gene	GW101-3H11_contig_1_13	COG0526: Thiol-disulfide isomerase and thioredoxins	Periplasmic	9.76		
1_4870_gene	GW101-3H11_contig_1_4870	Spermidine synthase (EC 2.5.1.16); Spermidine synthase N-terminal extension	CytoplasmicMembrane	10.00		
1_3200_gene	GW101-3H11_contig_1_3200	Two-component system response regulator OmpR	Cytoplasmic	9.97		
1_4832_gene	GW101-3H11_contig_1_4832	Two-component system response regulator OmpR	Cytoplasmic	9.97		
1_3565_gene	GW101-3H11_contig_1_3565	Site-specific tyrosine recombinase XerD	Cytoplasmic	9.26		
1_2682_gene	GW101-3H11_contig_1_2682	putative amidase Psyr_2260	Cytoplasmic	9.97		
1_1147_gene	GW101-3H11_contig_1_1147	5-carboxymethyl-2-hydroxymuconate delta-isomerase( EC:5.3.3.10 )	Cytoplasmic	9.97		
1_1065_gene	GW101-3H11_contig_1_1065	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	Cytoplasmic	9.97		
1_1792_gene	GW101-3H11_contig_1_1792	protein of unknown function DUF1332	Unknown	2.00		
1_603_gene	GW101-3H11_contig_1_603	Superoxide dismutase SodM-like protein ChrF	Unknown	2.00		
1_3026_gene	GW101-3H11_contig_1_3026	Diacylglycerol kinase (EC 2.7.1.107)	CytoplasmicMembrane	10.00		
1_4258_gene	GW101-3H11_contig_1_4258	SSU ribosomal protein S9p (S16e)	Cytoplasmic	9.26		
1_4891_gene	GW101-3H11_contig_1_4891	Barstar, ribonuclease (Barnase) inhibitor	Cytoplasmic	8.96		
1_1641_gene	GW101-3H11_contig_1_1641	tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase (EC 2.1.1.200)	Cytoplasmic	9.26		
1_1909_gene	GW101-3H11_contig_1_1909	Xylose isomerase-like TIM-barrel protein SCO6571	Cytoplasmic	8.96		
1_3665_gene	GW101-3H11_contig_1_3665	Dihydrodipicolinate synthase family protein PP2639	Cytoplasmic	9.26		
1_1245_gene	GW101-3H11_contig_1_1245	Transcription elongation factor GreB	Cytoplasmic	9.97		
1_547_gene	GW101-3H11_contig_1_547	Uncharacterized deacetylase	Cytoplasmic	9.97		
1_3057_gene	GW101-3H11_contig_1_3057	GTP 3',8-cyclase (EC 4.1.99.22)	Cytoplasmic	9.97		
1_4574_gene	GW101-3H11_contig_1_4574	Periplasmic thiol:disulfide interchange protein DsbA	Periplasmic	10.00		
1_4486_gene	GW101-3H11_contig_1_4486	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	Cytoplasmic	9.97		
1_3905_gene	GW101-3H11_contig_1_3905	Lipoprotein-releasing system ATP-binding protein LolD	CytoplasmicMembrane	10.00		
1_2180_gene	GW101-3H11_contig_1_2180	UPF0234 protein Yitk	Cytoplasmic	9.97		
1_1935_gene	GW101-3H11_contig_1_1935	Proline dehydrogenase (EC 1.5.5.2); Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88); Transcriptional repressor of PutA and PutP	Cytoplasmic	9.97		
1_3728_gene	GW101-3H11_contig_1_3728	Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)	Cytoplasmic	8.96		
1_941_gene	GW101-3H11_contig_1_941	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	Cytoplasmic	9.97		
1_487_gene	GW101-3H11_contig_1_487	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	Cytoplasmic	9.97		
1_1074_gene	GW101-3H11_contig_1_1074	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	Cytoplasmic	9.26		
1_393_gene	GW101-3H11_contig_1_393	Protein of unknown function (DUF1501)	Extracellular	9.65		
1_1794_gene	GW101-3H11_contig_1_1794	Protein of unknown function (DUF1501)	Unknown	2.50		
1_491_gene	GW101-3H11_contig_1_491	Nitrogen regulation protein NtrY (EC 2.7.3.-)	CytoplasmicMembrane	10.00		
1_4520_gene	GW101-3H11_contig_1_4520	1-phosphofructokinase (EC 2.7.1.56)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_3853_gene	GW101-3H11_contig_1_3853	Uncharacterized membrane protein PA1577	CytoplasmicMembrane	10.00		
1_1927_gene	GW101-3H11_contig_1_1927	UPF0125 protein RatB	Unknown	2.00		
1_3030_gene	GW101-3H11_contig_1_3030	FIG110192: hypothetical protein	Cytoplasmic	9.26		
1_1380_gene	GW101-3H11_contig_1_1380	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	Cytoplasmic	9.97		
1_1613_gene	GW101-3H11_contig_1_1613	Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)	CytoplasmicMembrane	10.00		
1_533_gene	GW101-3H11_contig_1_533	Putative PROLIN-rich signal peptide protein	Unknown	2.50		
1_899_gene	GW101-3H11_contig_1_899	Homolog of eukaryotic DNA ligase III	Cytoplasmic	8.96		
1_2308_gene	GW101-3H11_contig_1_2308	Thymidylate kinase (EC 2.7.4.9)	Cytoplasmic	9.97		
1_3776_gene	GW101-3H11_contig_1_3776	ABC-type spermidine/putrescine transport system, permease component II	CytoplasmicMembrane	10.00		
1_1103_gene	GW101-3H11_contig_1_1103	DNA gyrase inhibitor YacG	Unknown	2.00		
1_3520_gene	GW101-3H11_contig_1_3520	probable transcriptional regulator protein, MarR family	Unknown	2.00		
1_3898_gene	GW101-3H11_contig_1_3898	G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27)	Unknown	2.00		
1_265_gene	GW101-3H11_contig_1_265	Shikimate kinase I (EC 2.7.1.71)	Cytoplasmic	9.97		
1_4950_gene	GW101-3H11_contig_1_4950	FIG00931734: hypothetical protein	Unknown	2.00		
1_57_gene	GW101-3H11_contig_1_57	Colicin I receptor precursor	OuterMembrane	10.00		
1_2480_gene	GW101-3H11_contig_1_2480	2-methylcitrate synthase (EC 2.3.3.5)	Cytoplasmic	9.97		
1_1254_gene	GW101-3H11_contig_1_1254	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	Cytoplasmic	9.97		
1_1741_gene	GW101-3H11_contig_1_1741	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	Cytoplasmic	9.97		
1_3_gene	GW101-3H11_contig_1_3	DNA gyrase subunit B (EC 5.99.1.3)	Cytoplasmic	9.97		
1_4429_gene	GW101-3H11_contig_1_4429	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	Cytoplasmic	9.97		
1_2334_gene	GW101-3H11_contig_1_2334	Uncharacterized UPF0118 membrane protein	CytoplasmicMembrane	10.00		
1_3037_gene	GW101-3H11_contig_1_3037	Inorganic pyrophosphatase (EC 3.6.1.1)	Cytoplasmic	9.97		
1_1993_gene	GW101-3H11_contig_1_1993	FIG00576346: hypothetical protein	Cytoplasmic	8.96		
1_1867_gene	GW101-3H11_contig_1_1867	Ribonucleotide reductase transcriptional regulator NrdR	Cytoplasmic	9.97		
1_2195_gene	GW101-3H11_contig_1_2195	Granule-associated protein	Unknown	2.00		
1_2567_gene	GW101-3H11_contig_1_2567	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	Cytoplasmic	9.26		
1_3973_gene	GW101-3H11_contig_1_3973	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)	Cytoplasmic	9.97		
1_4349_gene	GW101-3H11_contig_1_4349	Flagellar cap protein FliD	Extracellular	9.96		Flagellar
1_4512_gene	GW101-3H11_contig_1_4512	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	CytoplasmicMembrane	10.00		
1_4601_gene	GW101-3H11_contig_1_4601	FIG00538730: hypothetical protein	Unknown	2.00		
1_4724_gene	GW101-3H11_contig_1_4724	Fic domain protein, PA0574 type	Cytoplasmic	9.26		
1_3264_gene	GW101-3H11_contig_1_3264	CobN-like chelatase BtuS for metalloporphyrine salvage	CytoplasmicMembrane	9.76		
1_1297_gene	GW101-3H11_contig_1_1297	putative membrane-associated phospholipid phosphatase, PAP2 superfamily	CytoplasmicMembrane	10.00		
1_2331_gene	GW101-3H11_contig_1_2331	Uncharacterized protein Npun_F4007	Unknown	2.00		
1_2963_gene	GW101-3H11_contig_1_2963	Putative sulfate permease	CytoplasmicMembrane	10.00		
1_4268_gene	GW101-3H11_contig_1_4268	Haloacid dehalogenase-like hydrolase	Unknown	2.00		
1_3597_gene	GW101-3H11_contig_1_3597	Broad-specificity amino acid ABC transporter, ATP-binding protein 2	Cytoplasmic	9.12		
1_4358_gene	GW101-3H11_contig_1_4358	Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)	Cytoplasmic	9.26		
1_4270_gene	GW101-3H11_contig_1_4270	L-fucose mutarotase (EC 5.1.3.29)	Cytoplasmic	9.97		
1_1975_gene	GW101-3H11_contig_1_1975	Conjugative signal peptidase TrhF	CytoplasmicMembrane	9.82		
1_2332_gene	GW101-3H11_contig_1_2332	Phage integrase	Cytoplasmic	8.96		
1_2596_gene	GW101-3H11_contig_1_2596	Chromate resistance protein ChrB	Unknown	2.00		
1_2383_gene	GW101-3H11_contig_1_2383	Septum formation protein Maf	Cytoplasmic	9.97		
1_3748_gene	GW101-3H11_contig_1_3748	Septum formation protein Maf	Cytoplasmic	9.97		
1_4280_gene	GW101-3H11_contig_1_4280	FIG00347480: hypothetical protein	Unknown	2.00		
1_4834_gene	GW101-3H11_contig_1_4834	Excinuclease ABC subunit A	Cytoplasmic	9.97		
1_3283_gene	GW101-3H11_contig_1_3283	Putative analog of CcoH, COG3198	Unknown	2.00		
1_2599_gene	GW101-3H11_contig_1_2599	Isochorismatase (EC 3.3.2.1)	Cytoplasmic	8.96		
1_4413_gene	GW101-3H11_contig_1_4413	MBL-fold metallohydrolase SPO0683	Cytoplasmic	8.96		
1_2_gene	GW101-3H11_contig_1_2	DNA polymerase III beta subunit (EC 2.7.7.7)	Cytoplasmic	9.26		
1_3778_gene	GW101-3H11_contig_1_3778	Opine oxidase subunit A	Cytoplasmic	8.96		
1_2091_gene	GW101-3H11_contig_1_2091	Probable site-specific recombinase	Cytoplasmic	8.96		
1_890_gene	GW101-3H11_contig_1_890	Putative preQ0 transporter YhhQ	CytoplasmicMembrane	10.00		
1_27_gene	GW101-3H11_contig_1_27	OsmC/Ohr family protein	Unknown	2.00		
1_1661_gene	GW101-3H11_contig_1_1661	Putative OMR family iron-siderophore receptor precursor	OuterMembrane	10.00		
1_3558_gene	GW101-3H11_contig_1_3558	33 kDa chaperonin HslO	Cytoplasmic	9.97		
1_3947_gene	GW101-3H11_contig_1_3947	Formate dehydrogenase -O, gamma subunit (EC 1.2.1.2)	CytoplasmicMembrane	10.00		
1_4567_gene	GW101-3H11_contig_1_4567	FIG00348512: hypothetical protein	Cytoplasmic	8.96		
1_1986_gene	GW101-3H11_contig_1_1986	Conjugative transfer transglycosylase	Periplasmic	10.00		
1_1154_gene	GW101-3H11_contig_1_1154	FIG00933538: hypothetical protein	Cytoplasmic	8.96		
1_493_gene	GW101-3H11_contig_1_493	Uncharacterized chaperone protein YegD	Cytoplasmic	9.26		
1_4595_gene	GW101-3H11_contig_1_4595	Benzoate transport protein	CytoplasmicMembrane	10.00		
1_4064_gene	GW101-3H11_contig_1_4064	Benzoate transport protein	CytoplasmicMembrane	10.00		
1_1392_gene	GW101-3H11_contig_1_1392	Nitrous oxide reductase maturation protein NosD	Periplasmic	9.76		
1_4511_gene	GW101-3H11_contig_1_4511	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Cytoplasmic	9.26		
1_864_gene	GW101-3H11_contig_1_864	putative protein PaaI, possibly involved in aromatic compounds catabolism	Unknown	2.00		
1_1961_gene	GW101-3H11_contig_1_1961	Integration host factor alpha subunit	Cytoplasmic	9.26		
1_2805_gene	GW101-3H11_contig_1_2805	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	Cytoplasmic	9.97		
1_2504_gene	GW101-3H11_contig_1_2504	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	Cytoplasmic	9.97		
1_3825_gene	GW101-3H11_contig_1_3825	GMP reductase (EC 1.7.1.7)	Cytoplasmic	9.97		
1_3261_gene	GW101-3H11_contig_1_3261	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	Unknown	2.00		
1_3351_gene	GW101-3H11_contig_1_3351	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2)	Unknown	2.00		
1_4020_gene	GW101-3H11_contig_1_4020	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)	Cytoplasmic	8.96		
1_4864_gene	GW101-3H11_contig_1_4864	FIG00444883: hypothetical protein	Unknown	2.50		
1_206_gene	GW101-3H11_contig_1_206	Secreted and surface protein containing fasciclin-like repeats	Unknown	2.50		
1_4299_gene	GW101-3H11_contig_1_4299	Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)	Cytoplasmic	9.97		
1_257_gene	GW101-3H11_contig_1_257	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), C-terminal domain	Cytoplasmic	9.97		
1_474_gene	GW101-3H11_contig_1_474	Cytochrome c5	Unknown	2.00		
1_3719_gene	GW101-3H11_contig_1_3719	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	Cytoplasmic	9.97		
1_3974_gene	GW101-3H11_contig_1_3974	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)	Cytoplasmic	9.26		
1_4255_gene	GW101-3H11_contig_1_4255	Iron-sulfur cluster insertion protein ErpA	Cytoplasmic	9.26		
1_4306_gene	GW101-3H11_contig_1_4306	FIG00933091: hypothetical protein	Unknown	2.50		
1_4628_gene	GW101-3H11_contig_1_4628	FIG000875: Thioredoxin domain-containing protein EC-YbbN	Cytoplasmic	9.97		
1_3470_gene	GW101-3H11_contig_1_3470	Acetate permease ActP (cation/acetate symporter)	CytoplasmicMembrane	10.00		
1_1060_gene	GW101-3H11_contig_1_1060	Phospholipid ABC transporter shuttle protein MlaC	Periplasmic	9.84		
1_2441_gene	GW101-3H11_contig_1_2441	Branched-chain acyl-CoA dehydrogenase (EC 1.3.99.12)	Cytoplasmic	9.97		
1_2975_gene	GW101-3H11_contig_1_2975	Glycine oxidase ThiO (EC 1.4.3.19)	Unknown	4.90	(This protein may have multiple localization sites.)	
1_1583_gene	GW101-3H11_contig_1_1583	DNA-binding domain of ModE; Molybdate-binding domain of ModE	Cytoplasmic	9.26		
1_1625_gene	GW101-3H11_contig_1_1625	Undecaprenyl-diphosphatase (EC 3.6.1.27)	CytoplasmicMembrane	10.00		
1_1549_gene	GW101-3H11_contig_1_1549	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	Cytoplasmic	8.96		
1_2356_gene	GW101-3H11_contig_1_2356	Gate supefamily SpmA/SpmB domains protein	CytoplasmicMembrane	10.00		
1_3598_gene	GW101-3H11_contig_1_3598	Broad-specificity amino acid ABC transporter, ATP-binding protein 1	Cytoplasmic	9.12		
1_1880_gene	GW101-3H11_contig_1_1880	Outer membrane lipoprotein blc precursor	OuterMembrane	9.93		
1_3003_gene	GW101-3H11_contig_1_3003	Intradiol ring-cleavage dioxygenase	Unknown	6.49	(This protein may have multiple localization sites.)	
1_615_gene	GW101-3H11_contig_1_615	Copper sensory histidine kinase CusS	CytoplasmicMembrane	7.88		
1_4126_gene	GW101-3H11_contig_1_4126	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	Cytoplasmic	8.96		
1_3608_gene	GW101-3H11_contig_1_3608	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	CytoplasmicMembrane	10.00		
1_791_gene	GW101-3H11_contig_1_791	Uncharacterized LysM domain protein YgaU	Unknown	2.00		
1_402_gene	GW101-3H11_contig_1_402	Sensory histidine kinase CreC of two-component signal transduction system CreBC	CytoplasmicMembrane	10.00		
1_1589_gene	GW101-3H11_contig_1_1589	Carbon monoxide oxidation accessory protein CoxE	Cytoplasmic	8.96		
1_678_gene	GW101-3H11_contig_1_678	Aquaporin Z	CytoplasmicMembrane	10.00		
1_2700_gene	GW101-3H11_contig_1_2700	transport-associated	Unknown	2.50		
1_4657_gene	GW101-3H11_contig_1_4657	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	Cytoplasmic	9.97		
1_1826_gene	GW101-3H11_contig_1_1826	Adenylosuccinate synthetase (EC 6.3.4.4)	Cytoplasmic	9.97		
1_3694_gene	GW101-3H11_contig_1_3694	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	Unknown	2.00		
1_3934_gene	GW101-3H11_contig_1_3934	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA (EC 5.2.1.8)	Unknown	2.00		
1_3044_gene	GW101-3H11_contig_1_3044	Membrane-fusion protein	CytoplasmicMembrane	9.97		
1_2343_gene	GW101-3H11_contig_1_2343	Outer membrane beta-barrel assembly protein BamD	OuterMembrane	9.93		
1_3932_gene	GW101-3H11_contig_1_3932	CBS-domain-containing protein	Unknown	2.00		
1_738_gene	GW101-3H11_contig_1_738	Uncharacterized membrane-anchored protein Rmet_0180	CytoplasmicMembrane	9.82		
1_3842_gene	GW101-3H11_contig_1_3842	Ribosome small subunit biogenesis RbfA-release protein RsgA	Cytoplasmic	9.97		
1_3872_gene	GW101-3H11_contig_1_3872	Virulence factor mviM	Unknown	2.00		
1_943_gene	GW101-3H11_contig_1_943	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)	Cytoplasmic	9.97		
1_1377_gene	GW101-3H11_contig_1_1377	Histidine triad (HIT) nucleotide-binding protein, similarity with At5g48545 and yeast YDL125C (HNT1)	Cytoplasmic	9.26		
1_4343_gene	GW101-3H11_contig_1_4343	Flagellar assembly protein FliH	Unknown	2.00		
1_289_gene	GW101-3H11_contig_1_289	Lysine exporter protein (LYSE/YGGA)	CytoplasmicMembrane	10.00		
1_550_gene	GW101-3H11_contig_1_550	transcriptional regulator, LuxR family	Unknown	2.00		
1_865_gene	GW101-3H11_contig_1_865	Phenylacetic acid degradation protein paaI	Unknown	2.00		
1_2843_gene	GW101-3H11_contig_1_2843	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-); Dihydropteridine reductase (EC 1.5.1.34)	Cytoplasmic	8.96		
1_4769_gene	GW101-3H11_contig_1_4769	FIG00932085: hypothetical protein	Unknown	2.00		
1_1156_gene	GW101-3H11_contig_1_1156	FIG00932538: hypothetical protein	Unknown	2.00		
1_3042_gene	GW101-3H11_contig_1_3042	FIG00348850: hypothetical protein	Cytoplasmic	9.26		
1_983_gene	GW101-3H11_contig_1_983	Glucokinase (EC 2.7.1.2)	Cytoplasmic	9.26		
1_569_gene	GW101-3H11_contig_1_569	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (EC 2.7.8.37)	Unknown	2.00		
1_3160_gene	GW101-3H11_contig_1_3160	FIG01198699: hypothetical protein	Unknown	2.00		
1_4087_gene	GW101-3H11_contig_1_4087	FIG01123212: hypothetical protein	CytoplasmicMembrane	9.82		
1_4556_gene	GW101-3H11_contig_1_4556	FIG01003856: hypothetical protein	CytoplasmicMembrane	9.86		
1_3680_gene	GW101-3H11_contig_1_3680	Heat shock protein GrpE	Cytoplasmic	9.97		
1_2493_gene	GW101-3H11_contig_1_2493	Pyrophosphatase, MutT/nudix family	Cytoplasmic	8.96		
1_3013_gene	GW101-3H11_contig_1_3013	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1692_gene	GW101-3H11_contig_1_1692	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)	Extracellular	9.45		
1_843_gene	GW101-3H11_contig_1_843	Acyclic terpenes utilization regulator AtuR, TetR family	Unknown	2.00		
1_3483_gene	GW101-3H11_contig_1_3483	Ortho-halobenzoate 1,2-dioxygenase alpha-ISP protein OhbB	Cytoplasmic	9.97		
1_4167_gene	GW101-3H11_contig_1_4167	Probable carbohydrate kinase, pfkb protein (EC 2.7.1.-)	Cytoplasmic	8.96		
1_2312_gene	GW101-3H11_contig_1_2312	FOG: Ankyrin repeat	Unknown	2.50		
1_2445_gene	GW101-3H11_contig_1_2445	latex allergen from Hevea brasiliensis	Cytoplasmic	8.96		
1_4032_gene	GW101-3H11_contig_1_4032	Hypothetical protein in cytochrome oxidase biogenesis cluster	Unknown	2.00		
1_2412_gene	GW101-3H11_contig_1_2412	Adenylate kinase (EC 2.7.4.3)	Cytoplasmic	9.97		
1_3984_gene	GW101-3H11_contig_1_3984	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85); Aminodeoxychorismate lyase (EC 4.1.3.38)	Cytoplasmic	9.97		
1_3980_gene	GW101-3H11_contig_1_3980	integral membrane sensor hybrid histidine kinase	CytoplasmicMembrane	10.00		
1_2729_gene	GW101-3H11_contig_1_2729	Transcriptional regulator GabR of GABA utilization (GntR family with aminotransferase-like domain)	Cytoplasmic	9.97		
1_3491_gene	GW101-3H11_contig_1_3491	hemin ABC transporter ATP binding protein	CytoplasmicMembrane	9.82		
1_1282_gene	GW101-3H11_contig_1_1282	Nickel-binding accessory protein UreJ-HupE	CytoplasmicMembrane	10.00		
1_1976_gene	GW101-3H11_contig_1_1976	IncF plasmid conjugative transfer protein TrbI	Unknown	2.50		
1_4202_gene	GW101-3H11_contig_1_4202	Efflux ABC transporter, permease/ATP-binding protein Reut_A2584	CytoplasmicMembrane	10.00		
1_2223_gene	GW101-3H11_contig_1_2223	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19); Cytidylate kinase (EC 2.7.4.25)	Cytoplasmic	9.97		
