feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_3322_gene	FW510-R12_contig_1_3322	Z-ring-associated protein ZapA	Unknown	2.00		
1_1037_gene	FW510-R12_contig_1_1037	Type IV fimbrial biogenesis protein PilY1	Unknown	4.66	(This protein may have multiple localization sites.)	
1_1543_gene	FW510-R12_contig_1_1543	Type IV fimbrial biogenesis protein PilY1	Unknown	4.66	(This protein may have multiple localization sites.)	
1_1327_gene	FW510-R12_contig_1_1327	Ribosome recycling factor	Cytoplasmic	9.97		
1_2775_gene	FW510-R12_contig_1_2775	FIG01211221: hypothetical protein	Unknown	2.00		
1_886_gene	FW510-R12_contig_1_886	UDP-N-acetyl-L-fucosamine synthase (EC 5.1.3.28)	Cytoplasmic	9.97		
1_1761_gene	FW510-R12_contig_1_1761	Type IV pilus biogenesis protein PilZ	Unknown	2.00		
1_40_gene	FW510-R12_contig_1_40	Phenylalanine-4-hydroxylase (EC 1.14.16.1)	Cytoplasmic	9.97		
1_3046_gene	FW510-R12_contig_1_3046	alpha-xylosidase (EC 3.2.1.177)	Unknown	2.50		
1_1477_gene	FW510-R12_contig_1_1477	FOG: PAS/PAC domain	CytoplasmicMembrane	7.88		
1_1893_gene	FW510-R12_contig_1_1893	FOG: PAS/PAC domain	Cytoplasmic	9.97		
1_399_gene	FW510-R12_contig_1_399	UPF0758 family protein	Cytoplasmic	9.97		
1_168_gene	FW510-R12_contig_1_168	beta-glycosyl hydrolase	Periplasmic	9.76		
1_791_gene	FW510-R12_contig_1_791	Twin-arginine translocation protein TatB	CytoplasmicMembrane	9.82		
1_2849_gene	FW510-R12_contig_1_2849	Nitric-oxide reductase subunit B (EC 1.7.99.7)	CytoplasmicMembrane	10.00		
1_592_gene	FW510-R12_contig_1_592	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	Cytoplasmic	9.97		
1_3440_gene	FW510-R12_contig_1_3440	Uncharacterized protein Pfl_4718	Unknown	2.00		
1_3320_gene	FW510-R12_contig_1_3320	FIG001590: Putative conserved exported protein precursor	Unknown	2.00		
1_1474_gene	FW510-R12_contig_1_1474	16S rRNA processing protein RimM	Cytoplasmic	9.97		
1_2711_gene	FW510-R12_contig_1_2711	NADH:flavin oxidoreductases, Old Yellow Enzyme family	Cytoplasmic	9.26		
1_1323_gene	FW510-R12_contig_1_1323	Membrane-associated zinc metalloprotease	CytoplasmicMembrane	10.00		
1_1274_gene	FW510-R12_contig_1_1274	LSU ribosomal protein L14p (L23e)	Cytoplasmic	9.26		
1_1775_gene	FW510-R12_contig_1_1775	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	CytoplasmicMembrane	10.00		
1_3303_gene	FW510-R12_contig_1_3303	Guanylate kinase (EC 2.7.4.8)	Cytoplasmic	9.26		
1_1257_gene	FW510-R12_contig_1_1257	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	Cytoplasmic	9.97		
1_3326_gene	FW510-R12_contig_1_3326	Chloride channel protein	CytoplasmicMembrane	10.00		
1_1456_gene	FW510-R12_contig_1_1456	N-formylglutamate deformylase (EC 3.5.1.68)	Cytoplasmic	8.96		
1_2191_gene	FW510-R12_contig_1_2191	Mercuric ion reductase (EC 1.16.1.1)	Cytoplasmic	9.97		
1_1957_gene	FW510-R12_contig_1_1957	Mercuric ion reductase (EC 1.16.1.1)	Cytoplasmic	9.26		
1_2642_gene	FW510-R12_contig_1_2642	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	OuterMembrane	9.93		
1_2506_gene	FW510-R12_contig_1_2506	Fosmidomycin resistance protein	CytoplasmicMembrane	10.00		
1_2867_gene	FW510-R12_contig_1_2867	Nitrate/nitrite transporter NarK/U 1	CytoplasmicMembrane	10.00		
1_3138_gene	FW510-R12_contig_1_3138	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	Cytoplasmic	9.97		
1_190_gene	FW510-R12_contig_1_190	Na(+) H(+) antiporter subunit G	CytoplasmicMembrane	10.00		
1_342_gene	FW510-R12_contig_1_342	Uncharacterized protein CbuG_0353	Unknown	2.00		
1_1061_gene	FW510-R12_contig_1_1061	Putative glycosyltransferase	Cytoplasmic	8.96		
1_534_gene	FW510-R12_contig_1_534	CRISPR-associated RecB family exonuclease Cas4; CRISPR-associated protein Cas1	Cytoplasmic	8.96		
1_531_gene	FW510-R12_contig_1_531	CRISPR-associated protein Cas1	Cytoplasmic	8.96		
1_1445_gene	FW510-R12_contig_1_1445	DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)	Cytoplasmic	9.97		
1_2615_gene	FW510-R12_contig_1_2615	IS4 orf	Cytoplasmic	8.96		
1_720_gene	FW510-R12_contig_1_720	FIG022199: FAD-binding protein	Cytoplasmic	8.96		
1_2687_gene	FW510-R12_contig_1_2687	Catalase KatE (EC 1.11.1.6)	Periplasmic	10.00		
1_158_gene	FW510-R12_contig_1_158	Transcriptional regulator, ArsR family	Unknown	2.00		
1_1564_gene	FW510-R12_contig_1_1564	Transcriptional regulator, ArsR family; Methyltransferase fusion	Cytoplasmic	9.97		
1_2821_gene	FW510-R12_contig_1_2821	Excinuclease ABC subunit B	Cytoplasmic	9.97		
1_1991_gene	FW510-R12_contig_1_1991	Chromate resistance protein ChrB	Cytoplasmic	8.96		
1_2595_gene	FW510-R12_contig_1_2595	Acetylpolyamine aminohydrolase	Cytoplasmic	9.26		
1_1324_gene	FW510-R12_contig_1_1324	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	Cytoplasmic	8.96		
1_1693_gene	FW510-R12_contig_1_1693	Uncharacterized S4 RNA-binding-domain protein YbcJ	Cytoplasmic	8.96		
1_903_gene	FW510-R12_contig_1_903	Glycine cleavage system H protein	Unknown	2.00		
1_2204_gene	FW510-R12_contig_1_2204	Cytoskeleton protein RodZ	Unknown	2.00		
1_3298_gene	FW510-R12_contig_1_3298	Phospholipid ABC transporter-binding protein MlaB	Unknown	2.00		
1_674_gene	FW510-R12_contig_1_674	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Cytoplasmic	9.97		
1_1666_gene	FW510-R12_contig_1_1666	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Cytoplasmic	8.96		
1_3231_gene	FW510-R12_contig_1_3231	L-carnitine dehydratase/bile acid-inducible protein F	Cytoplasmic	9.97		
1_320_gene	FW510-R12_contig_1_320	DNA-binding protein Fis	Cytoplasmic	9.26		
1_564_gene	FW510-R12_contig_1_564	NAD(FAD)-utilizing dehydrogenases	Unknown	4.99	(This protein may have multiple localization sites.)	
1_2899_gene	FW510-R12_contig_1_2899	Putative hemolysin	Cytoplasmic	8.96		
1_631_gene	FW510-R12_contig_1_631	Alpha-N-acetylglucosaminidase (EC 3.2.1.50)	Unknown	2.50		
1_1273_gene	FW510-R12_contig_1_1273	SSU ribosomal protein S17p (S11e)	Cytoplasmic	9.97		
1_927_gene	FW510-R12_contig_1_927	CAAX amino terminal protease family protein	CytoplasmicMembrane	10.00		
1_1223_gene	FW510-R12_contig_1_1223	asparaginase/glutaminase	Cytoplasmic	9.97		
1_991_gene	FW510-R12_contig_1_991	D-mannose isomerase (EC 5.3.1.7)	Cytoplasmic	8.96		
1_3347_gene	FW510-R12_contig_1_3347	L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)	Cytoplasmic	8.96		
1_713_gene	FW510-R12_contig_1_713	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase (EC 2.1.1.201)	Cytoplasmic	9.26		
1_1758_gene	FW510-R12_contig_1_1758	Thymidylate kinase (EC 2.7.4.9)	Cytoplasmic	9.26		
1_618_gene	FW510-R12_contig_1_618	Threonine dehydratase biosynthetic (EC 4.3.1.19)	Cytoplasmic	9.97		
1_3203_gene	FW510-R12_contig_1_3203	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)	Cytoplasmic	8.96		
1_280_gene	FW510-R12_contig_1_280	Phenol hydroxylase	CytoplasmicMembrane	7.88		
1_3052_gene	FW510-R12_contig_1_3052	Gluconate 2-dehydrogenase (EC 1.1.99.3), membrane-bound, gamma subunit	Unknown	2.50		
1_319_gene	FW510-R12_contig_1_319	IMP cyclohydrolase (EC 3.5.4.10); Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	Cytoplasmic	9.97		
1_1575_gene	FW510-R12_contig_1_1575	Glutaryl-CoA dehydrogenase (EC 1.3.8.6)	Cytoplasmic	9.97		
1_1695_gene	FW510-R12_contig_1_1695	Guanyl-specific ribonuclease (EC 3.1.27.3)	Unknown	2.50		
1_1843_gene	FW510-R12_contig_1_1843	OmpA-like transmembrane domain	Unknown	2.50		
1_1909_gene	FW510-R12_contig_1_1909	Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)	CytoplasmicMembrane	10.00		
1_3253_gene	FW510-R12_contig_1_3253	hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase	Unknown	2.00		
1_2018_gene	FW510-R12_contig_1_2018	Phenol hydroxylase, FAD- and [2Fe-2S]-containing reductase component DmpP	Cytoplasmic	9.26		
1_2001_gene	FW510-R12_contig_1_2001	Phenol hydroxylase, FAD- and [2Fe-2S]-containing reductase component DmpP	Cytoplasmic	8.96		
1_3405_gene	FW510-R12_contig_1_3405	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	Cytoplasmic	9.97		
1_2621_gene	FW510-R12_contig_1_2621	Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23)	Cytoplasmic	9.97		
1_511_gene	FW510-R12_contig_1_511	Cell division protein ZapE	Cytoplasmic	9.97		
1_82_gene	FW510-R12_contig_1_82	DSBA oxidoreductase	Cytoplasmic	8.96		
1_1335_gene	FW510-R12_contig_1_1335	Threonyl-tRNA synthetase (EC 6.1.1.3)	Cytoplasmic	10.00		
1_1672_gene	FW510-R12_contig_1_1672	Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Cytoplasmic	9.97		
1_2785_gene	FW510-R12_contig_1_2785	similar to glutathione reductase	Cytoplasmic	9.97		
1_101_gene	FW510-R12_contig_1_101	chlorohydrolase family protein	Cytoplasmic	9.97		
1_758_gene	FW510-R12_contig_1_758	ATP-binding region, ATPase-like	Cytoplasmic	8.96		
1_1101_gene	FW510-R12_contig_1_1101	Protein of unknown function DUF214	CytoplasmicMembrane	10.00		
1_1790_gene	FW510-R12_contig_1_1790	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	Cytoplasmic	9.97		
1_120_gene	FW510-R12_contig_1_120	protein of unknown function DUF1130	Cytoplasmic	8.96		
1_232_gene	FW510-R12_contig_1_232	beta-(1-3)-glucosyl transferase	CytoplasmicMembrane	10.00		
1_2584_gene	FW510-R12_contig_1_2584	protoglobin	Unknown	2.00		
1_1511_gene	FW510-R12_contig_1_1511	Elongation factor P-like protein	Cytoplasmic	9.97		
1_3256_gene	FW510-R12_contig_1_3256	FIG00759214: hypothetical protein	Cytoplasmic	8.96		
1_705_gene	FW510-R12_contig_1_705	Predicted integral membrane protein	CytoplasmicMembrane	10.00		
1_156_gene	FW510-R12_contig_1_156	Uncharacterized membrane protein RSP_0589	CytoplasmicMembrane	9.82		
1_572_gene	FW510-R12_contig_1_572	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	Cytoplasmic	9.26		
1_2653_gene	FW510-R12_contig_1_2653	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	Cytoplasmic	9.97		
1_2947_gene	FW510-R12_contig_1_2947	Flagellar synthesis regulator FleN	CytoplasmicMembrane	9.82		
1_3409_gene	FW510-R12_contig_1_3409	MgtC family	CytoplasmicMembrane	10.00		
1_2388_gene	FW510-R12_contig_1_2388	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	CytoplasmicMembrane	7.88		
1_13_gene	FW510-R12_contig_1_13	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	Cytoplasmic	9.97		
1_1871_gene	FW510-R12_contig_1_1871	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	Cytoplasmic	9.97		
1_1752_gene	FW510-R12_contig_1_1752	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG	Cytoplasmic	9.97		
1_2217_gene	FW510-R12_contig_1_2217	Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11); Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63); ADA regulatory protein	Cytoplasmic	9.26		
1_1149_gene	FW510-R12_contig_1_1149	response regulator receiver modulated CheB methylesterase( EC:3.1.1.61 )	Cytoplasmic	9.97		
1_2734_gene	FW510-R12_contig_1_2734	FIG00804596: hypothetical protein	CytoplasmicMembrane	10.00		
1_1572_gene	FW510-R12_contig_1_1572	Carboxylesterase, type B	CytoplasmicMembrane	9.76		
1_1172_gene	FW510-R12_contig_1_1172	Di-tripeptide/H+ symporter DtpA	CytoplasmicMembrane	10.00		
1_875_gene	FW510-R12_contig_1_875	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Cytoplasmic	9.97		
1_3183_gene	FW510-R12_contig_1_3183	Acetylspermidine deacetylase (EC 3.5.1.48); Deacetylases, including yeast histone deacetylase and acetoin utilization protein	Cytoplasmic	9.97		
1_1647_gene	FW510-R12_contig_1_1647	Pass1-related protein	CytoplasmicMembrane	9.82		
1_462_gene	FW510-R12_contig_1_462	Protein of unknown function DUF484	Unknown	2.00		
1_445_gene	FW510-R12_contig_1_445	Lysophospholipid acyltransferase	Unknown	2.00		
1_3451_gene	FW510-R12_contig_1_3451	Cytoplasmic trehalase (EC 3.2.1.28); Trehalase (EC 3.2.1.28)	Periplasmic	9.76		
1_2989_gene	FW510-R12_contig_1_2989	protein of unknown function DUF1625	CytoplasmicMembrane	9.46		
1_1311_gene	FW510-R12_contig_1_1311	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	Cytoplasmic	9.97		
1_838_gene	FW510-R12_contig_1_838	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	Cytoplasmic	9.97		
1_2890_gene	FW510-R12_contig_1_2890	Quinolinate synthetase (EC 2.5.1.72)	Cytoplasmic	9.97		
1_583_gene	FW510-R12_contig_1_583	dolichyl-phosphate-mannose-protein mannosyltransferase family protein	CytoplasmicMembrane	10.00		
1_1418_gene	FW510-R12_contig_1_1418	ortholog of Bordetella pertussis (BX470248) BP2750	Unknown	2.50		
1_1476_gene	FW510-R12_contig_1_1476	LSU ribosomal protein L19p	Cytoplasmic	9.97		
1_1772_gene	FW510-R12_contig_1_1772	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	CytoplasmicMembrane	10.00		
1_1694_gene	FW510-R12_contig_1_1694	Barstar, ribonuclease (Barnase) inhibitor	Unknown	2.00		
1_2375_gene	FW510-R12_contig_1_2375	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	Cytoplasmic	8.96		
1_1924_gene	FW510-R12_contig_1_1924	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	Cytoplasmic	8.96		
1_1168_gene	FW510-R12_contig_1_1168	Isoaspartyl aminopeptidase (EC 3.4.19.5); Asp-X dipeptidase	Periplasmic	9.76		
1_28_gene	FW510-R12_contig_1_28	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	Unknown	2.00		
1_3134_gene	FW510-R12_contig_1_3134	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)	Cytoplasmic	9.26		
1_220_gene	FW510-R12_contig_1_220	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	Unknown	2.00		
1_2995_gene	FW510-R12_contig_1_2995	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)	Cytoplasmic	8.96		
1_3207_gene	FW510-R12_contig_1_3207	Transcriptional regulator MraZ	Cytoplasmic	9.26		
1_3524_gene	FW510-R12_contig_1_3524	Arginyl-tRNA synthetase (EC 6.1.1.19)	Cytoplasmic	9.97		
1_2619_gene	FW510-R12_contig_1_2619	Predicted transcriptional regulator for fatty acid degradation FadP, TetR family	Unknown	2.00		
1_2403_gene	FW510-R12_contig_1_2403	5'-nucleotidase SurE (EC 3.1.3.5)	Cytoplasmic	8.96		
1_603_gene	FW510-R12_contig_1_603	Uncharacterized inner membrane transporter YijE	CytoplasmicMembrane	10.00		
1_797_gene	FW510-R12_contig_1_797	Multidrug efflux transporter MdtK/NorM (MATE family)	CytoplasmicMembrane	10.00		
1_3350_gene	FW510-R12_contig_1_3350	FIG01111434: hypothetical protein	Unknown	4.90	(This protein may have multiple localization sites.)	
1_1797_gene	FW510-R12_contig_1_1797	DNA gyrase subunit A (EC 5.99.1.3)	Cytoplasmic	9.97		
1_3075_gene	FW510-R12_contig_1_3075	Putative permease often clustered with de novo purine synthesis	CytoplasmicMembrane	10.00		
1_3502_gene	FW510-R12_contig_1_3502	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Unknown	4.96	(This protein may have multiple localization sites.)	
1_502_gene	FW510-R12_contig_1_502	DUF488 family protein SAV0238	Unknown	2.00		
1_1022_gene	FW510-R12_contig_1_1022	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Unknown	2.00		
1_2318_gene	FW510-R12_contig_1_2318	Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)	CytoplasmicMembrane	10.00		
1_1804_gene	FW510-R12_contig_1_1804	Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	Cytoplasmic	9.97		
1_2089_gene	FW510-R12_contig_1_2089	FIG067310: hypothetical protein	Unknown	6.26	(This protein may have multiple localization sites.)	
1_357_gene	FW510-R12_contig_1_357	Similar to eukaryotic Peptidyl prolyl 4-hydroxylase, alpha subunit (EC 1.14.11.2)	Cytoplasmic	8.96		
1_626_gene	FW510-R12_contig_1_626	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Cytoplasmic	9.26		
1_3249_gene	FW510-R12_contig_1_3249	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Cytoplasmic	9.26		
1_1496_gene	FW510-R12_contig_1_1496	N-acetylglutamate kinase (EC 2.7.2.8)	Cytoplasmic	9.97		
1_2872_gene	FW510-R12_contig_1_2872	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	CytoplasmicMembrane	9.82		
1_3051_gene	FW510-R12_contig_1_3051	Cyclomaltodextrin glucanotransferase	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1449_gene	FW510-R12_contig_1_1449	Uncharacterized MFS-type transporter STM0356	CytoplasmicMembrane	10.00		
1_1616_gene	FW510-R12_contig_1_1616	Sensor protein	CytoplasmicMembrane	10.00		
1_2686_gene	FW510-R12_contig_1_2686	DNA mismatch repair protein MutS	Cytoplasmic	9.97		
1_1129_gene	FW510-R12_contig_1_1129	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	Cytoplasmic	9.97		
1_3373_gene	FW510-R12_contig_1_3373	Pyruvate kinase (EC 2.7.1.40)	Cytoplasmic	9.97		
1_697_gene	FW510-R12_contig_1_697	tRNA-(cytosine32)-2-thiocytidine synthetase TtcA	Cytoplasmic	9.97		
1_3084_gene	FW510-R12_contig_1_3084	Lipopolysaccharide export system protein LptC	Unknown	2.00		
1_1955_gene	FW510-R12_contig_1_1955	Periplasmic mercury(+2) binding protein, MerP	Unknown	2.50		
1_1910_gene	FW510-R12_contig_1_1910	Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)	CytoplasmicMembrane	10.00		
1_2463_gene	FW510-R12_contig_1_2463	Imidazolonepropionase (EC 3.5.2.7)	Cytoplasmic	9.26		
1_3275_gene	FW510-R12_contig_1_3275	O-acetyl-ADP-ribose deacetylase	Unknown	2.00		
1_386_gene	FW510-R12_contig_1_386	Iron-sulfur cluster insertion protein ErpA	Cytoplasmic	9.26		
1_621_gene	FW510-R12_contig_1_621	Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)	Cytoplasmic	9.97		
1_3218_gene	FW510-R12_contig_1_3218	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	Cytoplasmic	8.96		
1_1033_gene	FW510-R12_contig_1_1033	Tol-Pal system peptidoglycan-associated lipoprotein PAL	OuterMembrane	9.93		
1_750_gene	FW510-R12_contig_1_750	RNA polymerase sigma factor RpoH	Cytoplasmic	9.97		
1_1333_gene	FW510-R12_contig_1_1333	Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)	CytoplasmicMembrane	10.00		
1_967_gene	FW510-R12_contig_1_967	Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)	CytoplasmicMembrane	10.00		
1_2617_gene	FW510-R12_contig_1_2617	B12 binding domain; Methylmalonyl-CoA mutase (EC 5.4.99.2); kinase domain	CytoplasmicMembrane	7.88		
1_1343_gene	FW510-R12_contig_1_1343	Integration host factor alpha subunit	Cytoplasmic	9.97		
1_840_gene	FW510-R12_contig_1_840	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	Unknown	4.90	(This protein may have multiple localization sites.)	
1_2241_gene	FW510-R12_contig_1_2241	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	Cytoplasmic	9.97		
2_143_gene	FW510-R12_contig_2_143	IncF plasmid conjugative transfer pilus assembly protein TraC	Cytoplasmic	9.12		
1_183_gene	FW510-R12_contig_1_183	Sensory histidine kinase QseC	CytoplasmicMembrane	10.00		
1_466_gene	FW510-R12_contig_1_466	Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)	Cytoplasmic	9.26		
1_2218_gene	FW510-R12_contig_1_2218	FIG00455822: hypothetical protein	Unknown	2.00		
1_1499_gene	FW510-R12_contig_1_1499	Glutamate 5-kinase (EC 2.7.2.11); RNA-binding C-terminal domain PUA	Cytoplasmic	9.26		
1_1648_gene	FW510-R12_contig_1_1648	Tryptophan synthase beta chain (EC 4.2.1.20)	Cytoplasmic	9.97		
1_3453_gene	FW510-R12_contig_1_3453	Inner membrane protein YbaN	CytoplasmicMembrane	10.00		
1_1623_gene	FW510-R12_contig_1_1623	Transcriptional regulators of sugar metabolism	Cytoplasmic	9.97		
1_538_gene	FW510-R12_contig_1_538	Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	Cytoplasmic	9.97		
1_2233_gene	FW510-R12_contig_1_2233	Cytidylate kinase (EC 2.7.4.25)	Cytoplasmic	9.97		
1_1669_gene	FW510-R12_contig_1_1669	ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl	Cytoplasmic	9.97		
1_2284_gene	FW510-R12_contig_1_2284	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	Cytoplasmic	9.97		
1_865_gene	FW510-R12_contig_1_865	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	Cytoplasmic	9.97		
1_958_gene	FW510-R12_contig_1_958	Cytochrome b561 homolog 2	CytoplasmicMembrane	10.00		
1_3412_gene	FW510-R12_contig_1_3412	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	Cytoplasmic	9.97		
1_303_gene	FW510-R12_contig_1_303	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	Unknown	2.00		
1_64_gene	FW510-R12_contig_1_64	Glutamine synthetase type I (EC 6.3.1.2)	Cytoplasmic	9.97		
1_1746_gene	FW510-R12_contig_1_1746	maf protein	Cytoplasmic	9.97		
1_1552_gene	FW510-R12_contig_1_1552	periplasmic/7TM domain sensor diguanylate cyclase	CytoplasmicMembrane	9.99		
1_1970_gene	FW510-R12_contig_1_1970	Transcriptional regulator, AraC family	Cytoplasmic	9.26		
1_1495_gene	FW510-R12_contig_1_1495	N-acetyl-L-citrulline deacetylase	Cytoplasmic	9.97		
1_3299_gene	FW510-R12_contig_1_3299	Phospholipid ABC transporter shuttle protein MlaC	Unknown	4.90	(This protein may have multiple localization sites.)	
1_850_gene	FW510-R12_contig_1_850	Putative hydrolase	Unknown	2.00		
1_1833_gene	FW510-R12_contig_1_1833	Putative hydrolase	Cytoplasmic	9.97		
1_2504_gene	FW510-R12_contig_1_2504	Ribonuclease D (EC 3.1.26.3)	Cytoplasmic	9.97		
1_2647_gene	FW510-R12_contig_1_2647	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	Cytoplasmic	9.26		
1_1806_gene	FW510-R12_contig_1_1806	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	Cytoplasmic	9.97		
1_623_gene	FW510-R12_contig_1_623	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	Cytoplasmic	9.97		
1_877_gene	FW510-R12_contig_1_877	Cystathionine gamma-lyase (EC 4.4.1.1)	Cytoplasmic	9.97		
1_1417_gene	FW510-R12_contig_1_1417	Paraquat-inducible protein B	Unknown	2.00		
